user_id,rec_user_id,resolution,spath
91337762,103434330,0,0
1458342,38853421,0,5
105029216,99056726,0,3
5629850,21531723,0,5
82459277,92627700,0,4
23058585,58063112,0,4
13868147,4499,0,5
103058149,CRM21009032,0,5
14151596,70200540,0,7
11159494,9185599,0,4
33509166,72101153,0,0
78744744,38191477,0,0
46868839,63824693,0,0
40800908,92025943,0,0
69927287,73545441,0,0
53782481,46449142,0,0
MBK7303522,4765937,0,3
57954571,77148091,0,2
91439577,49193007,0,0
6120398,32314259,0,0
4164205,76740202,0,5
862205,48937107,0,3
19974890,50286360,0,4
28196352,46612868,0,0
84341488,82007424,0,0
584387,89319924,0,3
93517233,6526679,0,3
18432688,1002064,0,0
54481959,49415174,0,5
13525365,5919854,0,0
39438540,CRM29913590,0,0
36642714,16431724,0,0
107057241,87123048,0,2
76924161,93685013,0,4
16405027,107233436,0,5
42031828,75059597,0,0
91270545,49488624,0,0
30867970,43416775,0,0
11637734,66985498,0,6
14055523,61213593,0,0
4461708,1370986,0,6
47593432,63972536,0,4
VSP23307683,2338380,0,4
90168670,107709900,0,0
42923731,10885782,0,0
MBK7959575,12632239,0,2
39944839,66520061,0,5
92815554,77471030,0,0
65216238,6346235,0,0
3669607,14250236,0,5
76140310,MBK10278387,0,5
55334546,32401593,0,0
25180302,49774557,1,0
11784409,MBK14661654,0,5
22009607,26304804,0,4
35359370,81934462,0,5
90034284,48992186,0,2
59537027,71866962,0,0
54455257,105778163,0,5
5247630,7854625,0,0
91144678,84248998,0,4
64974682,93504335,0,6
101836631,26905156,0,0
51689794,92627700,0,4
23454542,20366429,0,4
65534752,51239383,0,0
VSP14392273,VSP14392278,0,0
7686700,94072205,0,0
30545901,CRM28303492,0,6
60948281,60492426,0,2
90652606,22270886,0,3
17407552,81315136,0,0
MBK10990283,79009765,0,0
MBK9435627,21829313,0,5
11004335,2067105,0,4
49889790,81086531,0,0
23209563,86103429,0,3
MBK7959575,12632239,0,2
MBK26688127,65956497,0,0
76754037,26093443,0,6
3686662,98254228,0,5
71914672,31531706,0,6
35611124,32414607,0,0
71964330,81934462,0,5
79083436,63912111,0,0
31327250,99220351,0,6
28089029,37060428,0,4
7686700,94072205,0,0
5698119,81243603,0,3
MBK5446760,46293566,0,0
13734638,26093443,0,5
52280013,106432667,0,7
10539004,16484341,0,5
105851961,108746654,0,5
30768091,11334433,0,3
7736448,37853255,0,5
66819785,51501136,0,6
2051100,MBK8567679,0,0
44754253,68358744,0,5
42689346,92627700,0,3
32319090,68404645,0,6
72251561,19020798,0,0
96147588,84436954,0,0
97544942,644085,0,4
41558255,90279645,0,5
11856484,47718332,0,4
88659290,81098554,0,0
25887987,65854398,0,5
100927617,84937923,0,6
MBK10386906,21443356,0,6
11347509,67479524,0,5
MBK14254329,107837392,0,4
109591422,106542147,0,0
105458003,109420224,0,0
62265794,58655224,0,7
20065156,31527390,0,0
10930450,69291315,0,0
4624162,64324285,0,5
39944235,1610383,0,5
18750487,73098241,0,5
13221437,917328,0,0
17833633,42391872,0,5
87032111,104652496,0,3
37228684,9089253,0,0
59914254,62554965,0,8
83537864,23224228,0,0
13734638,26093443,0,5
486156,72101153,0,0
9112573,98329461,0,4
15306201,29098404,0,0
82067603,108345048,0,0
1093375,65306352,0,2
73344763,VSP31800306,0,0
87857961,73020184,0,0
21366398,MBK14467618,0,0
94092310,78311487,0,7
103858921,58278631,0,5
103419386,108344007,0,0
14260099,105737809,0,5
35611124,67700977,0,0
70661907,78172258,0,4
11014160,36964379,0,6
27102901,22363930,0,4
99381810,19207695,0,0
66736915,42452458,0,0
81264264,67287000,0,6
12509156,6968517,0,0
70967295,12066973,0,7
MBK14207468,19503278,0,0
71319765,64364405,0,5
10238909,106231926,0,0
MBK12715395,67060914,0,5
90123694,48946357,0,6
102618608,106529258,0,4
86071810,MBK6566604,0,0
15672438,3366800,0,5
85111095,99173473,0,4
75895076,104141025,0,3
88860783,13464385,0,3
MBK20880697,85897016,0,3
79554074,CRM31564239,0,0
46963641,11727661,0,0
102789488,34976675,0,6
68166225,105185876,0,0
MBK6539227,VSP3356258,0,3
35611124,55241401,0,0
12552836,11789899,0,0
56193436,81272452,0,5
64994909,9748671,0,5
98289039,179912,0,4
105237672,49791650,0,2
28968255,38921629,0,4
74041581,9860375,0,5
81652554,89871851,0,0
47350725,81934462,0,0
97492479,24020557,0,0
68264456,54640409,0,0
9250058,1001809,0,4
87153096,66172365,0,0
55138104,MBK8931577,0,0
11916200,49711245,0,3
21597462,8997412,0,3
13786248,59822853,0,0
5676890,VSP17710163,0,4
VSP2477746,23976412,0,0
MBK5830052,108456344,0,0
39118023,109519883,0,0
84131888,CRM21808583,0,7
VSP2358943,75202409,0,6
55183681,91900823,0,4
90163058,119329,0,3
VSP14751210,20302224,0,0
58817291,6953025,0,5
14734275,28231895,0,0
MBK8521582,VSP17754788,0,0
75677631,21364556,0,4
37791988,24180497,0,8
66487455,72916688,0,2
91907972,MBK9011061,0,0
106837494,81934462,0,6
39655633,35607972,0,0
87641912,39959526,0,5
42838483,41085017,0,4
73851637,81934462,0,0
97764828,52912077,0,6
1333899,108503121,0,0
98120957,243560,0,0
91404873,97613230,0,0
61395077,36979995,0,0
MBK6002138,26093443,0,5
60857869,41476162,0,3
3509016,24365997,0,6
107397911,12279353,0,0
13675432,MBK11997229,0,3
65829340,100701535,0,0
104010706,7588254,0,0
MBK11845755,34080635,0,6
64209931,18803916,0,4
61675468,98513809,0,0
25161637,54640409,0,6
33369555,3658149,0,4
38769052,106180584,0,6
104728422,62280284,0,2
42010460,62930769,0,0
84529632,26093443,0,6
86573337,108208380,0,4
50257154,3379087,0,3
90494453,109468884,0,0
103869706,18769927,0,3
19844778,10375899,0,5
18369319,MBK8695116,0,4
MBK13210892,17272782,0,0
MBK14623738,50836531,0,0
32659774,13428446,0,4
20429550,74408197,0,3
6032847,14437235,0,0
27133608,19900966,0,6
40167398,40897900,0,0
MBK11112347,91792552,0,0
27765077,243560,0,0
11308278,13847737,0,0
4298817,23598469,0,5
43020117,25907689,0,6
60542011,31356392,1,5
MBK12204010,1238710,0,0
68521458,47767466,0,0
MBK7372772,55782945,0,0
7841556,97474728,0,0
13571811,77905399,0,0
20002194,101545290,0,4
66487455,72916688,0,2
19499331,61040532,0,0
15306201,29098404,0,0
62603273,91225042,0,4
35388931,2394294,0,0
20051213,6240493,0,0
33075018,80385694,0,4
36719374,25647141,0,0
108958865,5165886,0,0
52262506,52263374,0,4
92843459,30859608,0,6
13730079,86339810,0,4
36743294,72101153,0,5
72726039,9322917,0,4
102064830,7906900,0,3
49540048,78049515,0,4
31938435,95372375,0,0
47072819,6980434,0,0
48767818,75266856,0,4
65534183,57691372,0,6
60211464,107289753,0,4
693327,21419108,0,4
82697014,11489936,0,4
47855612,101717115,0,0
18524,24576176,0,5
71610944,70940914,0,5
84286754,87568101,0,3
MBK6402273,MBK8090314,0,6
43197885,21959276,0,5
92185976,105310895,0,4
13554438,68061950,0,0
VSP14622299,40230430,0,3
100574036,70783437,0,5
9745960,68303048,0,3
34395326,10075379,0,0
15269262,34959817,0,4
MBK11823909,37424189,0,2
MBK11823909,37424189,0,2
63354172,37405690,0,0
66766960,92257356,0,6
75387154,32792539,0,5
MBK13094901,VSP15682028,0,0
88890896,71749475,0,4
378841,22939048,0,5
10701578,36629801,0,6
6871933,44421597,0,0
89104567,99903059,0,2
27640286,6582285,0,5
101349530,MBK10938076,0,3
83629325,29441711,0,0
MBK12392752,105594929,0,0
66487455,72916688,0,2
5824414,105091261,0,0
MBK7652660,80385694,0,4
84494165,33404636,0,4
MBK7193458,MBK10882499,0,0
62292747,91992599,0,0
82045135,91069973,0,0
MBK7229108,102235397,0,6
2558957,109420380,0,0
86834760,MBK14180844,0,0
3013435,68041445,0,5
58369116,3239111,0,5
109431536,78348137,0,2
14568787,26751040,0,5
31820006,51419776,0,3
108997432,11005213,0,2
58066864,81653019,0,0
MBK9202579,27872495,0,5
85216914,78966109,0,0
17316746,26347,0,0
56250117,11809551,0,6
VSP13188595,42387737,0,4
MBK14254329,MBK15399139,0,6
4705045,MBK5834107,0,2
3576596,108232900,0,3
10267679,18567770,0,4
31083475,40441061,0,0
75387154,32792539,0,5
MBK11295041,60848962,0,4
61501335,69176883,0,4
56665267,80510679,0,0
20998764,81639461,0,4
70730330,103301521,1,0
4086068,48696665,0,0
203310,84741130,0,4
42244469,39938201,0,4
MBK21576884,7452514,0,0
88015167,19133924,0,4
61025052,MBK11177701,0,0
78207396,97672945,0,0
65356585,54640409,0,6
82752630,106055164,0,4
18719228,50316604,0,2
49536044,35346310,0,5
59400291,30103502,0,4
24831765,78177000,0,5
2693714,52521627,0,0
90946318,68592191,0,0
36937090,15929136,0,3
29077280,MBK5934254,0,0
104209280,102851829,1,5
MBK6824412,78736539,0,0
47592668,5542963,0,4
53713735,100895262,0,0
17038447,1111461,0,5
102612742,16086820,0,0
1743989,45674674,0,0
46340345,94986743,0,4
23826947,69230528,0,4
6085059,78346432,0,4
22690927,88717835,0,5
22690927,88717835,0,5
56345813,22210191,0,0
70619472,85585,0,0
109447043,29689668,0,4
74220185,65530166,0,2
40739816,109170887,0,5
87253701,76399487,0,4
4870887,37343953,0,0
20933492,108445704,0,3
38193550,74731009,0,4
8477293,33504708,0,0
28935236,100118771,0,4
67580650,70364014,0,4
108570381,109481761,0,0
34930908,499874,0,4
25908434,55185180,0,4
50750036,48963929,0,0
MBK11829680,100843815,0,3
90040284,VSP12662801,0,5
34676480,45882579,0,0
5739973,94705507,0,0
490787,109513819,0,4
13685751,98264001,0,0
41643852,94290603,0,0
94072053,81934462,0,4
80654663,114485,0,0
56617823,52681488,0,0
107270469,105825092,0,0
49782241,17919576,0,4
MBK15606832,28176435,0,0
71844694,103162141,0,5
31171019,4470278,0,3
73735739,81934462,0,5
12045749,59550790,0,0
34462270,55181679,0,5
49659886,96722935,0,6
7886219,33033512,0,0
19272122,35153318,0,5
72787301,11657800,0,3
92543962,6749562,0,0
MBK11828921,28055762,0,5
3776371,19104468,0,3
93850219,46683436,0,0
7451789,98931084,0,5
106934338,77680468,0,0
106934338,77680468,0,0
104493697,11309036,0,2
31658,3766883,0,0
67466388,CRM24858118,0,6
72321039,26093443,0,0
60857869,95967546,0,0
83412263,78864139,0,5
73139496,MBK27188239,0,5
5587872,30458904,0,4
26254519,46745042,0,4
80845415,67425708,0,0
102459259,54285167,0,4
105586704,44467494,0,5
70549232,37541004,0,4
74041581,9860375,0,5
62345510,MBK6517373,0,3
81264264,100559011,0,5
96712942,73791963,0,3
71696522,104051031,0,4
67449626,68149133,0,6
106854947,3590292,0,0
231054,2147802,0,5
MBK11829680,100843815,0,3
42175584,56362951,0,2
65695232,11459153,0,0
73030527,243560,0,0
59498538,105780651,0,4
100677722,40355651,0,4
6056487,76588183,0,0
100336417,243560,0,0
51674277,60264793,0,0
300375,64673800,1,0
11105645,55292568,0,0
63552976,12307962,0,6
43800867,108211016,0,0
74220185,65530166,0,2
23721184,52507792,0,0
104788117,97214108,0,0
44488910,94903545,0,6
17695366,2598202,0,0
108078162,21995629,0,4
28076100,11894245,0,5
883650,94113898,0,0
94253480,62408312,0,0
843097,35596829,0,5
88890896,47479042,0,4
MBK9297467,83392625,0,5
17023850,101895499,0,6
15787823,73822817,0,4
49981311,54045743,0,3
92377477,68818648,0,0
5282086,100481540,0,4
2193394,47617298,0,0
64598250,70944601,0,0
46154438,MBK5825951,0,5
31505222,MBK12052791,0,4
104779860,19470376,0,0
1948719,81934462,0,5
74346753,74345896,0,0
16173442,82498820,0,4
MBK9571172,4767550,0,6
29789797,9619974,0,4
100336417,243560,0,0
107724874,109386620,0,3
MBK30394753,25813772,0,5
19114186,52974865,0,5
66263344,39056443,0,0
94454703,109468884,0,0
100545299,MBK9608484,0,0
26304084,83287802,1,0
46983121,55112727,0,3
79775815,64967462,0,0
50764596,108928873,0,3
MBK5776848,MBK6265895,0,2
14402147,41752251,0,4
98638860,106432667,0,0
30811626,36243190,0,5
MBK6304484,41587956,0,3
44957421,87635336,0,0
5419121,2182502,0,0
32970814,37812324,0,7
57432034,54355267,0,0
84164251,19202425,0,5
13665709,56458854,0,3
78261808,45285766,0,0
101093196,81934462,0,6
12887761,67479524,0,4
80034367,75690704,0,4
27642879,15996874,0,5
46762106,21672982,0,0
46762106,21672982,0,0
28966235,94225822,0,5
13580530,104749401,0,0
63255032,63664708,0,4
605653,57749187,0,4
13550522,82531097,0,0
VSP11744952,3821142,0,4
5440961,2598741,0,4
49298030,243560,0,0
106113489,45913987,0,0
103575284,62408312,0,0
57567798,41088938,0,5
31227946,107233436,0,0
MBK17673326,109061222,0,0
6105954,72229476,0,5
63550462,64199811,0,4
38075241,11594727,0,4
72416691,101516935,0,4
20292820,5390859,0,0
5439583,105585921,0,5
92475073,105963317,0,4
100038335,76940183,0,0
103731530,243560,0,0
15335738,27131748,0,0
42224799,31263189,0,5
8601002,55538050,0,5
70791679,97723488,0,4
92303612,53382998,0,0
MBK13033387,21222059,0,0
63515746,95038644,0,0
3611489,47625336,0,6
33254812,VSP3484158,0,4
VSP15366276,83765032,0,0
MBK5755298,MBK7671255,0,2
24689217,89562453,0,6
103969287,80056619,0,6
103969287,80056619,0,6
MBK6546318,96253492,0,7
12830778,53377893,0,4
CRM30396272,37950861,0,0
22002547,31460947,0,6
27214665,7256852,0,5
22186273,101486734,0,4
12897563,243560,0,0
MBK11112347,56015285,0,5
14404573,54640409,0,5
21262452,103116049,0,5
63505164,72116047,0,0
61630465,39824907,0,5
68520315,87686923,0,3
47700311,72352072,0,2
MBK6893919,76893150,0,3
72193815,92197856,0,2
104637488,7747618,0,0
MBK12332566,MBK7967332,0,0
41996081,35175722,0,4
54725163,23155974,0,0
19300782,3406795,1,0
MBK9040487,MBK7931496,0,6
25187098,61491776,0,5
109149320,19882891,0,0
54777844,12663319,0,5
472002,29721815,0,4
52727174,93111085,0,6
52727174,93111085,0,6
71307207,104549256,0,0
MBK15574683,MBK7062306,0,0
103412499,88811475,0,4
1178729,15431507,0,5
9920874,66221452,0,3
52620982,26093443,0,5
4847793,38894009,0,0
53765355,56540817,0,0
6993694,27316809,0,6
57221,48684934,0,5
MBK10386906,63635358,0,0
14810658,98133920,0,2
83985632,78899747,0,4
108438505,69762169,0,0
107088826,69163634,0,5
97853602,14694067,0,0
50275304,36390515,0,4
26745294,95369909,0,3
19980108,78248314,0,6
10228975,54644414,0,4
50337111,14752846,0,3
MBK8147095,74645701,0,0
38317696,107817662,0,6
16173442,92178521,0,5
20996853,74754705,0,3
108740833,44162540,0,0
61055937,106103791,0,6
81806864,73212170,0,6
74698965,5825062,0,8
50649081,243560,0,0
60392687,88639153,0,0
5926840,90362154,0,0
70843739,22170526,0,4
36451175,13839243,0,0
92836566,105848166,0,6
16095408,16095408,0,1
101749624,98972100,0,0
101909691,79991441,0,0
49351826,99114863,0,3
4968784,52291346,0,0
228962,43635452,0,5
14002841,63098684,0,0
72416691,101516935,0,4
26657778,62360292,0,4
MBK14470481,57947461,0,5
1077781,13155022,0,6
68624323,63411659,0,2
54615309,91629544,0,7
MBK7245933,46422235,0,0
3758,106080640,0,5
35911794,166894,0,5
94014651,103219237,0,0
48751757,98399220,0,5
62375164,18416239,0,0
36360615,CRM21019271,0,0
81670896,26093443,0,4
1707657,66029406,0,2
2036756,5273253,0,0
93352518,3205454,0,0
29804833,47076880,0,0
735325,20310026,0,0
26887184,42269420,0,4
6218329,55715305,0,8
MBK9369246,49744502,0,6
74369645,5282296,0,0
26603978,57634020,0,6
64815324,108157963,0,6
37751155,108969486,0,0
14127790,65969782,0,0
49945365,47737475,0,2
56341938,46427554,0,5
77603055,MBK13737325,0,5
154905,142340,0,5
89147882,MBK31880728,0,0
64944994,1255299,0,4
MBK13743476,41006445,0,0
109593191,93174042,0,0
24179365,99227626,0,0
12718660,97955152,0,6
56960770,91730001,0,3
MBK30429791,79738430,0,0
MBK8558677,74803589,0,5
15290184,82214848,0,0
74093437,87501412,0,6
79962811,36727513,0,3
4052795,3081021,0,0
46081424,21922045,0,0
VSP11097348,88852013,0,3
97848590,94435299,0,0
22417736,8424004,0,0
83050950,58351465,0,5
10025835,VSP15558485,0,0
48825120,56439902,0,0
65621399,65747732,0,7
26426811,52635887,0,2
MBK9687180,59886903,0,0
21082678,49086984,0,4
MBK8771486,1193782,0,0
15017806,45220254,0,0
64232776,64325078,0,4
62632982,23710275,0,0
21911629,97887118,0,4
89591740,62544091,0,0
20977815,15933333,0,0
41939888,7536144,0,0
85544690,243560,0,0
26591493,68088304,0,0
36549334,35100414,0,5
17947070,1733696,0,3
67362706,50949307,0,5
60611224,102536268,0,0
84514732,27749824,0,0
MBK10189312,243560,0,0
28434259,75397132,0,4
31335599,3362166,0,5
69623390,83806591,0,4
68145672,6481651,0,0
30580812,56662385,0,0
394045,25921672,0,4
38177622,15729877,0,5
68205094,13437770,0,0
MBK7138371,MBK15566337,0,7
16075486,81934462,0,0
10219272,MBK5943510,0,6
29261424,104838104,0,5
15475367,105458333,0,0
88611974,14649626,0,0
51220980,30446058,0,0
31967172,243560,0,0
38777558,63068973,0,5
474037,32252619,0,5
103412499,88811475,0,4
109275695,93854002,0,4
MBK13793356,69773962,0,2
27672930,109382593,0,0
50560574,79487797,0,0
59830875,MBK12085839,0,0
18630429,83356764,0,4
106198841,107233436,0,5
87342391,85017218,0,0
29522420,35543207,0,4
15619520,MBK8475517,0,0
68644225,12147489,0,4
20893868,214899,0,0
23629661,15447769,0,4
91800280,243560,0,0
94340873,86089148,0,5
102389752,91924675,0,0
1045969,70348944,0,3
MBK10062264,57170523,0,6
45533575,101542000,0,0
2142653,49447755,0,4
46865729,97462216,0,3
1119167,12604032,0,4
74441474,96699166,0,0
33990876,14380077,0,3
63590671,10228605,0,4
MBK13474599,45581030,0,0
5971121,95840509,0,5
2655301,88022172,0,0
76164147,98113189,0,0
MBK13713755,MBK7547523,0,0
MBK6240770,49285597,0,0
100005718,109015749,0,5
108717017,64716468,0,0
63550462,64199811,0,4
10247688,22076817,0,4
30278633,104580809,0,6
36872508,94470504,0,2
36872508,94470504,0,2
56684604,86881593,0,0
9811604,47328903,0,2
26768342,84051425,0,4
35681438,1222563,0,5
29116946,58057790,0,5
92801112,5244253,0,6
1906424,45072472,0,5
13251025,32239601,0,0
65112997,MBK5799794,0,5
47998132,MBK7136151,0,3
30291133,108660102,0,5
31100005,64317901,0,5
41336265,1137672,0,4
107088826,103599509,0,4
83721995,85652657,0,6
84115672,16511137,0,5
91788503,10855076,0,5
89147882,MBK31880728,1,0
4298817,89385261,0,5
64034957,72101153,0,5
29859118,32814570,0,4
26673197,65658375,0,0
67880484,77118720,0,6
108556598,1095535,0,4
11322137,32807566,0,0
17599795,52635811,0,0
62366336,13132051,0,0
40143441,21352542,0,0
59592699,7727575,0,6
28076100,39306126,0,0
62444005,51200399,0,0
82294542,55738119,0,6
81086973,50838279,0,0
18531313,92760344,0,4
31389318,63710645,0,0
72289994,313253,0,0
MBK24311366,55284640,0,0
95714146,31681035,0,0
67636798,53711651,0,2
99023967,107709900,0,0
71763332,75290466,0,0
37396207,35151674,0,0
99379423,37651863,0,4
52153166,94705507,0,5
19114186,91306566,0,5
75303891,44032535,0,8
109114188,67016451,0,0
106527095,72093831,0,4
28659881,1564487,0,4
29528296,100662996,0,4
MBK5350536,10884057,0,4
MBK11306978,393884,0,0
30779238,73335536,0,0
106952190,97850262,0,8
30890768,VSP24284526,1,6
186246,11443588,0,0
3554172,26093443,0,5
108482516,78851678,0,0
15171769,107976522,0,4
1825756,59570137,0,4
26801959,37725583,0,5
19347630,70372196,0,0
45156162,85225574,1,5
59572287,VSP14867120,0,0
59498538,105734101,0,5
93680259,62124260,0,2
10381828,3655533,0,3
33561991,81934462,0,5
80902340,43110235,0,3
51427665,8277842,0,4
99060057,2830287,0,5
68303139,69077524,0,0
29725123,61462325,0,5
59817544,43896562,0,0
100620076,MBK13127842,0,0
96124434,44470316,0,5
26302759,39416957,0,0
95975956,100588469,0,0
106270343,77827404,0,4
25045496,96543537,0,4
21602620,58861507,0,4
15621898,91426854,0,2
15619520,17579245,0,3
36528659,91854447,0,4
56094140,20233063,0,0
109108098,10908676,0,0
1223489,7515452,0,0
21197771,MBK11936799,0,0
81034164,CRM23733064,0,0
74748423,87144506,0,0
12677343,89188948,0,0
103199805,17691402,0,5
84523650,43352385,0,5
57480717,56345493,0,4
2142653,49447755,0,4
MBK5374479,55854373,0,0
67597119,6658326,1,0
7090677,92197856,0,4
58255569,108522364,0,2
14371207,94705507,0,5
20760043,2867881,0,5
79568319,57040793,0,0
33561991,81934462,0,5
83327583,24424696,0,6
51447228,108574475,1,0
36271742,95763863,0,6
32473828,7258313,0,0
92466125,8170774,0,0
18926803,70199299,0,5
91501006,13492097,0,0
6896495,64923232,0,5
39121414,60136981,0,4
62873563,25652750,0,3
11175,20881031,0,4
17023334,53591508,0,0
1428328,18763502,0,4
15128494,107454670,0,8
88794346,58445998,0,3
88987144,109096071,0,6
5850399,75009933,0,4
46741944,16127388,0,3
6755417,55689446,0,0
37569563,VSP30817283,0,4
29725123,61462325,0,5
65819650,105846914,0,5
19300782,3406795,1,0
42540233,25256816,0,0
19921826,74948000,0,4
46460945,59055516,0,0
10527957,MBK31615631,0,2
49815711,30664388,0,5
1207912,59808549,0,5
30890768,99992566,1,6
21926486,69264357,0,5
MBK6499917,52625328,0,4
53761018,MBK8070488,0,2
108980225,75901485,0,0
95590417,31882368,0,3
3909798,68193324,0,0
14549687,19197521,0,6
109477596,93687154,0,0
55911327,5365823,0,7
36101993,3765516,0,3
55052655,4444971,0,0
97325834,15780990,0,5
14129282,89350775,0,4
18549430,65009330,0,0
28536330,59634453,0,5
102331391,22694174,0,0
14549687,19197521,0,6
1035992,83522261,0,4
57360413,15160519,0,4
74815697,49737790,0,3
94506631,40386179,0,6
16039636,21332869,0,6
4474405,103605803,0,0
107932259,65402373,0,4
39455767,92710814,0,7
42818223,34407112,0,2
18715780,5722053,0,6
5330981,15402329,0,0
31056090,63235311,0,0
102969959,75449439,0,4
81034164,CRM23733064,0,0
39624783,81774028,0,4
56958561,44488350,0,8
13235432,92318827,0,4
77352808,102943649,0,5
106368893,65483046,0,0
45215544,104801323,0,0
57936164,18080239,0,0
57936164,18080239,0,0
11936355,1650019,0,0
69090475,85300489,0,4
5743524,36579611,0,4
58062729,96419917,0,0
3842314,103261137,1,0
10700501,78438336,0,4
31886122,18067974,0,4
109584951,109134685,0,0
64232776,21649801,0,4
87617242,417959,0,0
4923840,29670669,0,0
MBK14252289,72004553,0,0
MBK16874295,MBK5760996,0,0
45215544,64300350,0,0
58158468,74486759,0,4
39664578,109429072,0,5
48966728,15756444,0,4
MBK9921622,11966810,0,3
73963780,100396779,0,3
45215544,89402228,0,4
18347362,3292038,0,0
98521777,12376349,0,5
12966778,34037776,0,5
80214896,26093443,0,0
5522470,89802385,0,3
100934086,101269748,0,0
73102850,98154359,0,4
5501810,63674263,0,3
76259284,105846914,0,4
7380323,54584448,0,0
52761336,10701278,0,4
43397551,103603515,0,3
9196750,99992566,0,6
21197771,MBK11936799,0,0
86358733,75804201,0,0
77216628,109155070,0,0
14003381,67976035,0,5
104580809,97713996,0,2
15902246,109071433,0,4
50670044,76747639,0,3
76112012,20249463,0,4
76112012,20249463,0,4
4354591,49180490,0,0
99095892,54677539,0,0
6791680,76960386,0,6
3129742,109216543,0,6
34342534,MBK9956264,0,0
4604825,69107190,0,4
46014069,21643845,0,0
46750154,18834056,0,0
101979491,45930414,0,0
VSP29824704,61888095,0,5
56770550,MBK11463220,0,0
20998130,36512611,0,4
38972979,26093443,0,5
96887417,20787922,0,0
24985572,100788915,0,7
41600528,62299178,0,3
75424738,9246029,0,5
37143159,3086253,0,5
11080001,37068090,0,3
66722940,61375078,0,5
76259284,105846914,0,4
4498138,56487159,0,0
108555258,62012451,0,0
12764760,105674780,0,7
29119228,64286139,0,5
85735990,78080856,0,5
44364851,108859464,0,0
81806864,13957092,0,6
MBK13142210,66221452,0,0
55434339,2555230,0,6
68473496,943097,0,0
11601826,107233436,0,4
65641372,91281286,0,6
21558575,216394,0,5
96574677,69539746,0,3
17020404,25256816,0,0
74855653,20310026,0,0
7748613,25199298,0,0
84759838,37957480,0,0
84759838,37957480,0,0
36624840,57128952,0,0
MBK11844582,94968881,0,3
48615937,30199526,0,0
56944,53513803,0,0
44123996,71507920,0,3
76760437,9237739,0,0
34929487,62240968,0,0
MBK8809189,54860355,0,0
81772081,100592295,0,6
81772081,100592295,0,6
38972979,26093443,0,5
9547710,97940993,0,0
VSP31620814,MBK21419429,0,4
9678576,107337465,0,3
7198326,10314238,0,0
56549161,MBK8312092,0,3
53752599,24613624,0,0
19430493,60508923,0,0
10743814,23698519,0,0
48349824,26093443,0,6
35847312,56540817,0,0
71158386,5727884,0,0
CRM31698448,62672652,0,0
102268721,98969302,0,0
75547973,10638793,0,0
9311249,17682308,0,4
31309118,49372342,0,4
33399368,59292208,0,0
40758948,VSP1240821,0,0
40758948,VSP1240821,0,0
5097189,8589139,0,5
35785183,58244353,0,4
68201226,104938003,0,0
96754626,84211407,0,2
15609588,60496905,0,2
7594633,3842221,0,4
74429320,72421357,0,0
50395972,36617557,0,6
10614122,96053025,0,0
VSP31784322,104975412,0,0
29093232,30348329,0,5
20541441,56540817,0,0
MBK11962199,9150139,0,0
15228152,5748277,0,4
36271742,95763863,1,6
53424834,20822905,0,3
44297557,20880865,0,0
5013724,11439163,0,7
26768342,14614551,0,0
MBK8306835,104420035,0,0
54674642,20310026,0,7
71594554,26052350,0,3
59200631,66796798,0,0
23835979,25927785,1,0
39521479,30891677,0,0
89948423,71691660,0,0
1207912,71095831,0,0
22351275,84603319,0,0
21714517,18627724,0,4
19830646,53929316,0,4
26645175,CRM23072118,0,4
28163475,39792862,0,4
MBK11417832,3028563,0,6
11181180,12835011,0,0
78564693,55053963,0,5
66987003,VSP1245300,0,4
18359668,97387048,0,0
49315439,8904289,0,4
57969541,107454670,0,7
3266808,48200449,0,3
100990529,43119446,0,0
2754035,322200,0,0
102784351,89157418,0,7
102784351,89157418,0,7
65115569,85420673,0,5
71693328,28005891,0,2
833935,61016138,0,0
75838992,243560,0,0
MBK12054326,33085067,0,0
102369544,23000233,0,6
30829159,36652478,0,3
12903506,84643968,0,5
46732080,7972670,0,6
4994945,96045259,0,4
109495002,59241146,0,0
89687877,9794521,0,4
48011483,22660450,0,0
9154013,97467843,0,0
36610147,MBK6139277,0,0
6230284,19683281,0,4
66270054,93381847,0,5
41259756,109484212,0,0
23547436,74483881,0,5
100663548,43352385,0,5
95960790,MBK5465351,0,0
65373320,30679768,0,2
17173933,14612110,0,4
102859691,5669479,0,4
41830882,32054292,0,2
77302001,100217851,0,2
40719877,10885782,0,3
94988443,50976985,0,2
53826305,64984476,0,0
VSP14707112,103553006,0,4
26207741,17374975,0,6
48855335,93786613,0,5
26393924,103937563,0,0
108699795,MBK6115290,0,0
6931779,102511864,0,6
89338640,40586972,0,3
22883017,MBK9153021,0,0
46464404,105846914,0,0
37633133,84872857,0,0
7047611,107408993,0,5
89643276,2518256,0,2
107708536,36485969,0,6
57130930,243560,0,0
3527714,86377677,0,5
40339835,36663281,0,0
MBK12472275,12628518,0,3
65907310,490951,0,4
10062184,59305005,0,0
82186200,103309509,0,2
74469596,66512245,0,5
106837760,MBK10196114,0,5
MBK10165937,29181330,0,5
8521712,109495487,0,0
98973432,32837683,0,0
MBK5671529,31414753,0,5
346857,96260041,0,0
97562187,14626515,0,2
74346753,31371829,0,0
19258025,19536264,0,5
3421182,3995743,0,5
33569180,91048819,0,0
37576375,54629050,0,4
85005170,46637726,0,4
30285983,6174781,0,0
7001730,21283893,0,5
